time,Ta_C,Tsp_C,Ti_C,Phea_W,tariff_USD_per_kWh,error_C,integral_term,derivative_term
2026-04-02 13:01:00,25.47,38.0,38.20336236122576,5.755576286589688,0.12,-0.20336236122575713,1.9863128826051482,-12.201741673545428
2026-04-02 13:02:00,25.47,38.0,38.19923879156946,5.958938647815445,0.12,0.0,1.9863128826051482,12.201741673545428
2026-04-02 13:03:00,25.47,38.0,38.20356726467027,5.745193019911661,0.12,-0.2035672646702693,1.9829200948606436,-12.214035880216159
2026-04-02 13:04:00,25.47,38.0,38.19901225773476,5.9487602845819305,0.12,0.0,1.9829200948606436,12.214035880216159
2026-04-02 13:05:00,25.47,38.0,38.2029259008361,5.735688088704026,0.12,-0.20292590083609952,1.9795379965133753,-12.175554050165971
2026-04-02 13:06:00,25.47,38.0,38.197991649542914,5.9386139895401255,0.12,0.0,1.9795379965133753,12.175554050165971
2026-04-02 13:07:00,25.47,38.0,38.20150682003495,5.727031828503428,0.12,-0.20150682003495035,1.9761795495127927,-12.090409202097021
2026-04-02 13:08:00,25.47,38.0,38.19624299770123,5.928538648538378,0.12,0.0,1.9761795495127927,12.090409202097021
2026-04-02 13:09:00,25.47,38.0,38.199376403813616,5.928538648538378,0.12,0.0,1.9761795495127927,0.0
2026-04-02 13:10:00,25.47,38.0,38.20245047452619,5.715965650285881,0.12,-0.20245047452618792,1.9728053749373562,-12.147028471571275
2026-04-02 13:11:00,25.47,38.0,38.19671310503339,5.918416124812069,0.12,0.0,1.9728053749373562,12.147028471571275
2026-04-02 13:12:00,25.47,38.0,38.199420788609864,5.918416124812069,0.12,0.0,1.9728053749373562,0.0
2026-04-02 13:13:00,25.47,38.0,38.202077198434445,5.706235066455902,0.12,-0.20207719843444494,1.9694374216301154,-12.124631906066696
2026-04-02 13:14:00,25.47,38.0,38.19594621615509,5.9083122648903466,0.12,0.0,1.9694374216301154,12.124631906066696
2026-04-02 13:15:00,25.47,38.0,38.19825236996733,5.9083122648903466,0.12,0.0,1.9694374216301154,0.0
2026-04-02 13:16:00,25.47,38.0,38.20051485355183,5.697771668660924,0.12,-0.20051485355183019,1.9660955074042514,-12.030891213109811
2026-04-02 13:17:00,25.47,38.0,38.19406495473158,5.8982865222127545,0.12,0.0,1.9660955074042514,12.030891213109811
2026-04-02 13:18:00,25.47,38.0,38.19599389764677,5.8982865222127545,0.12,0.0,1.9660955074042514,0.0
2026-04-02 13:19:00,25.47,38.0,38.19788631334685,5.8982865222127545,0.12,0.0,1.9660955074042514,0.0
2026-04-02 13:20:00,25.47,38.0,38.19974289352541,5.8982865222127545,0.12,0.0,1.9660955074042514,0.0
2026-04-02 13:21:00,25.47,38.0,38.201564316777855,5.686643989596007,0.12,-0.2015643167778549,1.9627361021246206,-12.093859006671295
2026-04-02 13:22:00,25.47,38.0,38.194636334710836,5.888208306373862,0.12,0.0,1.9627361021246206,12.093859006671295
2026-04-02 13:23:00,25.47,38.0,38.1961394618406,5.888208306373862,0.12,0.0,1.9627361021246206,0.0
2026-04-02 13:24:00,25.47,38.0,38.19761412516899,5.888208306373862,0.12,0.0,1.9627361021246206,0.0
2026-04-02 13:25:00,25.47,38.0,38.199060863697646,5.888208306373862,0.12,0.0,1.9627361021246206,0.0
2026-04-02 13:26:00,25.47,38.0,38.200480206221464,5.677704089841325,0.12,-0.20048020622146367,1.959394765354263,-12.02881237328782
2026-04-02 13:27:00,25.47,38.0,38.19320463041399,5.878184296062789,0.12,0.0,1.959394765354263,12.02881237328782
2026-04-02 13:28:00,25.47,38.0,38.194322104992246,5.878184296062789,0.12,0.0,1.959394765354263,0.0
2026-04-02 13:29:00,25.47,38.0,38.1954184186362,5.878184296062789,0.12,0.0,1.959394765354263,0.0
2026-04-02 13:30:00,25.47,38.0,38.19649397205756,5.878184296062789,0.12,0.0,1.959394765354263,0.0
2026-04-02 13:31:00,25.47,38.0,38.197549158379985,5.878184296062789,0.12,0.0,1.959394765354263,0.0
2026-04-02 13:32:00,25.47,38.0,38.198584363282805,5.878184296062789,0.12,0.0,1.959394765354263,0.0
2026-04-02 13:33:00,25.47,38.0,38.19959996514198,5.878184296062789,0.12,0.0,1.959394765354263,0.0
2026-04-02 13:34:00,25.47,38.0,38.20059633516838,5.667558144135992,0.12,-0.2005963351683775,1.9560514931014565,-12.03578011010265
2026-04-02 13:35:00,25.47,38.0,38.19290077543875,5.868154479304369,0.12,0.0,1.9560514931014565,12.03578011010265
2026-04-02 13:36:00,25.47,38.0,38.19361100097592,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:37:00,25.47,38.0,38.19430777740541,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:38:00,25.47,38.0,38.19499135940477,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:39:00,25.47,38.0,38.19566199682887,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:40:00,25.47,38.0,38.19631993480123,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:41:00,25.47,38.0,38.19696541380363,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:42:00,25.47,38.0,38.19759866976398,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:43:00,25.47,38.0,38.198219934142564,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:44:00,25.47,38.0,38.19882943401665,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
2026-04-02 13:45:00,25.47,38.0,38.199427392163486,5.868154479304369,0.12,0.0,1.9560514931014565,0.0
